date,time,workday,weather,686-2,9000001092-2
2019-03-15,10.0,1,good,,
2019-03-15,11.0,1,good,,
2019-03-15,12.0,1,good,,
2019-03-15,13.0,1,good,,
2019-03-15,14.0,1,good,,
2019-03-15,16.0,1,good,,
2019-03-15,17.0,1,good,,
2019-03-15,18.0,1,good,,
2019-03-15,19.0,1,good,,
2019-03-15,20.0,1,good,,
2019-03-15,21.0,1,good,,
2019-03-15,22.0,1,good,,
2019-03-15,23.0,1,good,,
2019-03-16,0.0,0,good,,
2019-03-16,1.0,0,good,,
2019-03-16,2.0,0,good,,
2019-03-16,3.0,0,good,,
2019-03-16,4.0,0,good,,
2019-03-16,5.0,0,good,,
2019-03-16,6.0,0,good,,
2019-03-16,7.0,0,good,,
2019-03-16,8.0,0,good,,
2019-03-16,9.0,0,good,,
2019-03-16,10.0,0,good,,
2019-03-16,11.0,0,good,,
2019-03-16,12.0,0,good,,
2019-03-16,13.0,0,good,,
2019-03-16,14.0,0,good,,
2019-03-16,15.0,0,good,,
2019-03-16,16.0,0,good,,
2019-03-16,17.0,0,good,,
2019-03-16,18.0,0,good,,
2019-03-16,19.0,0,good,,
2019-03-16,20.0,0,good,,
2019-03-16,21.0,0,good,,
2019-03-16,22.0,0,good,,
2019-03-16,23.0,0,good,,
2019-03-17,0.0,0,good,,
2019-03-17,1.0,0,good,,
2019-03-17,2.0,0,good,,
2019-03-17,3.0,0,good,,
2019-03-17,4.0,0,good,,
2019-03-17,5.0,0,good,,
2019-03-17,6.0,0,good,,
2019-03-17,7.0,0,good,,
2019-03-17,8.0,0,good,,
2019-03-17,9.0,0,good,,
2019-03-17,10.0,0,good,,
2019-03-17,11.0,0,good,,
2019-03-17,12.0,0,good,,
2019-03-17,13.0,0,good,,
2019-03-17,14.0,0,good,,
2019-03-17,15.0,0,good,,
2019-03-17,16.0,0,good,,
2019-03-17,17.0,0,good,,
2019-03-17,18.0,0,good,,
2019-03-17,19.0,0,good,,
2019-03-17,20.0,0,good,,
2019-03-17,21.0,0,good,,
2019-03-17,22.0,0,good,,
2019-03-17,23.0,0,good,,
2019-03-18,0.0,1,bad,,
2019-03-18,1.0,1,bad,,
2019-03-18,2.0,1,bad,,
2019-03-18,3.0,1,bad,,
2019-03-18,4.0,1,bad,,
2019-03-18,5.0,1,bad,,
2019-03-18,6.0,1,bad,,
2019-03-18,7.0,1,bad,,
2019-03-18,8.0,1,bad,,
2019-03-18,9.0,1,bad,,
2019-03-18,10.0,1,bad,,
2019-03-18,11.0,1,bad,,
2019-03-18,12.0,1,bad,,
2019-03-18,13.0,1,bad,,
2019-03-18,14.0,1,bad,,
2019-03-18,17.0,1,bad,,
2019-03-18,18.0,1,bad,,
2019-03-18,19.0,1,bad,,
2019-03-18,20.0,1,bad,,
2019-03-18,21.0,1,bad,,
2019-03-18,22.0,1,bad,,
2019-03-18,23.0,1,bad,,
2019-03-19,0.0,1,bad,,
2019-03-19,1.0,1,bad,,
2019-03-19,2.0,1,bad,,
2019-03-19,3.0,1,bad,,
2019-03-19,4.0,1,bad,,
2019-03-19,5.0,1,bad,,
2019-03-19,6.0,1,bad,,
2019-03-19,7.0,1,bad,,
2019-03-19,8.0,1,bad,,
2019-03-19,9.0,1,bad,,
2019-03-19,10.0,1,bad,,
2019-03-19,11.0,1,bad,,
2019-03-19,12.0,1,bad,,
2019-03-19,13.0,1,bad,,
2019-03-19,14.0,1,bad,,
2019-03-19,17.0,1,bad,,
2019-03-19,18.0,1,bad,,
2019-03-19,19.0,1,bad,,
2019-03-19,20.0,1,bad,,
2019-03-19,21.0,1,bad,,
2019-03-19,22.0,1,bad,,
2019-03-19,23.0,1,bad,,
2019-03-20,0.0,1,good,,
2019-03-20,1.0,1,good,,
2019-03-20,2.0,1,good,,
2019-03-20,3.0,1,good,,
2019-03-20,4.0,1,good,,
2019-03-20,5.0,1,good,,
2019-03-20,6.0,1,good,,
2019-03-20,7.0,1,good,,
2019-03-20,8.0,1,good,,
2019-03-20,9.0,1,good,,
2019-03-20,10.0,1,good,,
2019-03-20,11.0,1,good,,
2019-03-20,12.0,1,good,,
2019-03-20,13.0,1,good,,
2019-03-20,14.0,1,good,,
2019-03-20,17.0,1,good,,
2019-03-20,18.0,1,good,,
2019-03-20,19.0,1,good,,
2019-03-20,20.0,1,good,,
2019-03-20,21.0,1,good,,
2019-03-20,22.0,1,good,,
2019-03-20,23.0,1,good,,
2019-03-21,0.0,1,good,,
2019-03-21,1.0,1,good,,
2019-03-21,2.0,1,good,,
2019-03-21,3.0,1,good,,
2019-03-21,4.0,1,good,,
2019-03-21,5.0,1,good,,
2019-03-21,6.0,1,good,,
2019-03-21,7.0,1,good,,
2019-03-21,8.0,1,good,,
2019-03-21,9.0,1,good,,
2019-03-21,10.0,1,good,,
2019-03-21,11.0,1,good,,
2019-03-21,12.0,1,good,,
2019-03-21,13.0,1,good,,
2019-03-21,14.0,1,good,,
2019-03-21,17.0,1,good,,
2019-03-21,18.0,1,good,,
2019-03-21,19.0,1,good,,
2019-03-21,20.0,1,good,,
2019-03-21,21.0,1,good,,
2019-03-21,22.0,1,good,,
2019-03-21,23.0,1,good,,
2019-03-22,0.0,1,good,,
2019-03-22,1.0,1,good,,
2019-03-22,2.0,1,good,,
2019-03-22,3.0,1,good,,
2019-03-22,4.0,1,good,,
2019-03-22,5.0,1,good,,
2019-03-22,6.0,1,good,,
2019-03-22,7.0,1,good,,
2019-03-22,8.0,1,good,,
2019-03-22,9.0,1,good,,
2019-03-22,10.0,1,good,,
2019-03-22,11.0,1,good,,
2019-03-22,12.0,1,good,,
2019-03-22,13.0,1,good,,
2019-03-22,14.0,1,good,,
2019-03-22,16.0,1,good,,
2019-03-22,17.0,1,good,,
2019-03-22,18.0,1,good,,
2019-03-22,19.0,1,good,,
2019-03-22,20.0,1,good,,
2019-03-22,21.0,1,good,,
2019-03-22,22.0,1,good,,
2019-03-22,23.0,1,good,,
2019-03-23,0.0,0,good,,
2019-03-23,1.0,0,good,,
2019-03-23,2.0,0,good,,
2019-03-23,3.0,0,good,,
2019-03-23,4.0,0,good,,
2019-03-23,5.0,0,good,,
2019-03-23,6.0,0,good,,
2019-03-23,7.0,0,good,,
2019-03-23,8.0,0,good,,
2019-03-23,9.0,0,good,,
2019-03-23,10.0,0,good,,
2019-03-23,11.0,0,good,,
2019-03-23,12.0,0,good,,
2019-03-23,13.0,0,good,,
2019-03-23,14.0,0,good,,
2019-03-23,15.0,0,good,,
2019-03-23,16.0,0,good,,
2019-03-23,17.0,0,good,,
2019-03-23,18.0,0,good,,
2019-03-23,19.0,0,good,,
2019-03-23,20.0,0,good,,
2019-03-23,21.0,0,good,,
2019-03-23,22.0,0,good,,
2019-03-23,23.0,0,good,,
2019-03-24,0.0,0,good,,
2019-03-24,1.0,0,good,,
2019-03-24,2.0,0,good,,
2019-03-24,3.0,0,good,,
2019-03-24,4.0,0,good,,
2019-03-24,5.0,0,good,,
2019-03-24,6.0,0,good,,
2019-03-24,7.0,0,good,,
2019-03-24,8.0,0,good,,
2019-03-24,9.0,0,good,,
2019-03-24,10.0,0,good,,
2019-03-24,11.0,0,good,,
2019-03-24,12.0,0,good,,
2019-03-24,13.0,0,good,,
2019-03-24,14.0,0,good,,
2019-03-24,15.0,0,good,,
2019-03-24,16.0,0,good,,
2019-03-24,17.0,0,good,,
2019-03-24,18.0,0,good,,
2019-03-24,19.0,0,good,,
2019-03-24,20.0,0,good,,
2019-03-24,21.0,0,good,,
2019-03-24,22.0,0,good,,
2019-03-24,23.0,0,good,,
2019-03-25,0.0,1,good,,
2019-03-25,1.0,1,good,,
2019-03-25,2.0,1,good,,
2019-03-25,3.0,1,good,,
2019-03-25,4.0,1,good,,
2019-03-25,5.0,1,good,,
2019-03-25,6.0,1,good,,
2019-03-25,7.0,1,good,,
2019-03-25,8.0,1,good,,
2019-03-25,9.0,1,good,,
2019-03-25,10.0,1,good,,
2019-03-25,11.0,1,good,,
2019-03-25,12.0,1,good,,
2019-03-25,13.0,1,good,,
2019-03-25,14.0,1,good,,
2019-03-25,17.0,1,good,,
2019-03-25,18.0,1,good,,
2019-03-25,19.0,1,good,,
2019-03-25,20.0,1,good,,
2019-03-25,21.0,1,good,,
2019-03-25,22.0,1,good,,
2019-03-25,23.0,1,good,,
2019-03-26,0.0,1,good,,
2019-03-26,1.0,1,good,,
2019-03-26,2.0,1,good,,
2019-03-26,3.0,1,good,,
2019-03-26,4.0,1,good,,
2019-03-26,5.0,1,good,,
2019-03-26,6.0,1,good,,
2019-03-26,7.0,1,good,,
2019-03-26,8.0,1,good,,
2019-03-26,9.0,1,good,,
2019-03-26,10.0,1,good,,
2019-03-26,11.0,1,good,,
2019-03-26,12.0,1,good,,
2019-03-26,13.0,1,good,,
2019-03-26,14.0,1,good,,
2019-03-26,16.0,1,good,,
2019-03-26,17.0,1,good,,
2019-03-26,18.0,1,good,,
2019-03-26,19.0,1,good,,
2019-03-26,20.0,1,good,,
2019-03-26,21.0,1,good,,
2019-03-26,22.0,1,good,,
2019-03-26,23.0,1,good,,
2019-03-27,0.0,1,good,,
2019-03-27,1.0,1,good,,
2019-03-27,2.0,1,good,,
2019-03-27,3.0,1,good,,
2019-03-27,4.0,1,good,,
2019-03-27,5.0,1,good,,
2019-03-27,6.0,1,good,,
2019-03-27,7.0,1,good,,
2019-03-27,8.0,1,good,,
2019-03-27,9.0,1,good,,
2019-03-27,10.0,1,good,,
2019-03-27,11.0,1,good,,
2019-03-27,12.0,1,good,,
2019-03-27,13.0,1,good,,
2019-03-27,14.0,1,good,,
2019-03-27,16.0,1,good,,
2019-03-27,17.0,1,good,,
2019-03-27,18.0,1,good,,
2019-03-27,19.0,1,good,,
2019-03-27,20.0,1,good,,
2019-03-27,21.0,1,good,,
2019-03-27,22.0,1,good,,
2019-03-27,23.0,1,good,,
2019-03-28,0.0,1,good,,
2019-03-28,1.0,1,good,,
2019-03-28,2.0,1,good,,
2019-03-28,3.0,1,good,,
2019-03-28,4.0,1,good,,
2019-03-28,5.0,1,good,,
2019-03-28,6.0,1,good,,
2019-03-28,7.0,1,good,,
2019-03-28,8.0,1,good,,
2019-03-28,9.0,1,good,,
2019-03-28,10.0,1,good,,
2019-03-28,11.0,1,good,,
2019-03-28,12.0,1,good,,
2019-03-28,13.0,1,good,,
2019-03-28,14.0,1,good,,
2019-03-28,17.0,1,good,,
2019-03-28,18.0,1,good,,
2019-03-28,19.0,1,good,,
2019-03-28,20.0,1,good,,
2019-03-28,21.0,1,good,,
2019-03-28,22.0,1,good,,
2019-03-28,23.0,1,good,,
2019-03-29,0.0,1,good,,
2019-03-29,1.0,1,good,,
2019-03-29,2.0,1,good,,
2019-03-29,3.0,1,good,,
2019-03-29,4.0,1,good,,
2019-03-29,5.0,1,good,,
2019-03-29,6.0,1,good,,
2019-03-29,7.0,1,good,,
2019-03-29,8.0,1,good,,
2019-03-29,9.0,1,good,,
2019-03-29,10.0,1,good,,
2019-03-29,11.0,1,good,,
2019-03-29,12.0,1,good,,
2019-03-29,13.0,1,good,,
2019-03-29,14.0,1,good,,
2019-03-29,15.0,1,good,,
2019-03-29,16.0,1,good,,
2019-03-29,17.0,1,good,,
2019-03-29,18.0,1,good,,
2019-03-29,19.0,1,good,,
2019-03-29,20.0,1,good,,
2019-03-29,21.0,1,good,,
2019-03-29,22.0,1,good,,
2019-03-29,23.0,1,good,,
2019-03-30,0.0,0,good,,
2019-03-30,1.0,0,good,,
2019-03-30,2.0,0,good,,
2019-03-30,3.0,0,good,,
2019-03-30,4.0,0,good,,
2019-03-30,5.0,0,good,,
2019-03-30,6.0,0,good,,
2019-03-30,7.0,0,good,,
2019-03-30,8.0,0,good,,
2019-03-30,9.0,0,good,,
2019-03-30,10.0,0,good,,
2019-03-30,11.0,0,good,,
2019-03-30,12.0,0,good,,
2019-03-30,13.0,0,good,,
2019-03-30,14.0,0,good,,
2019-03-30,15.0,0,good,,
2019-03-30,16.0,0,good,,
2019-03-30,17.0,0,good,,
2019-03-30,18.0,0,good,,
2019-03-30,19.0,0,good,,
2019-03-30,20.0,0,good,,
2019-03-30,21.0,0,good,,
2019-03-30,22.0,0,good,,
2019-03-30,23.0,0,good,,
2019-03-31,0.0,0,good,,
2019-03-31,1.0,0,good,,
2019-03-31,2.0,0,good,,
2019-03-31,3.0,0,good,,
2019-03-31,4.0,0,good,,
2019-03-31,5.0,0,good,,
2019-03-31,6.0,0,good,,
2019-03-31,7.0,0,good,,
2019-03-31,8.0,0,good,,
2019-03-31,9.0,0,good,,
2019-03-31,10.0,0,good,,
2019-03-31,11.0,0,good,,
2019-03-31,12.0,0,good,,
2019-03-31,13.0,0,good,,
2019-03-31,14.0,0,good,,
2019-03-31,15.0,0,good,,
2019-03-31,16.0,0,good,,
2019-03-31,17.0,0,good,,
2019-03-31,18.0,0,good,,
2019-03-31,19.0,0,good,,
2019-03-31,20.0,0,good,,
2019-03-31,21.0,0,good,,
2019-03-31,22.0,0,good,,
2019-03-31,23.0,0,good,,
2019-04-01,0.0,1,good,,
2019-04-01,1.0,1,good,,
2019-04-01,2.0,1,good,,
2019-04-01,3.0,1,good,,
2019-04-01,4.0,1,good,,
2019-04-01,5.0,1,good,,
2019-04-01,6.0,1,good,,
2019-04-01,7.0,1,good,,
2019-04-01,8.0,1,good,,
2019-04-01,9.0,1,good,,
2019-04-01,10.0,1,good,,
2019-04-01,11.0,1,good,,
2019-04-01,12.0,1,good,,
2019-04-01,13.0,1,good,,
2019-04-01,14.0,1,good,,
2019-04-01,17.0,1,good,,
2019-04-01,18.0,1,good,,
2019-04-01,19.0,1,good,,
2019-04-01,20.0,1,good,,
2019-04-01,21.0,1,good,,
2019-04-01,22.0,1,good,,
2019-04-01,23.0,1,good,,
2019-04-02,0.0,1,good,,
2019-04-02,1.0,1,good,,
2019-04-02,2.0,1,good,,
2019-04-02,3.0,1,good,,
2019-04-02,4.0,1,good,,
2019-04-02,5.0,1,good,,
2019-04-02,6.0,1,good,,
2019-04-02,7.0,1,good,,
2019-04-02,8.0,1,good,,
2019-04-02,9.0,1,good,,
2019-04-02,10.0,1,good,,
2019-04-02,11.0,1,good,,
2019-04-02,12.0,1,good,,
2019-04-02,13.0,1,good,,
2019-04-02,14.0,1,good,,
2019-04-02,17.0,1,good,,
2019-04-02,18.0,1,good,,
2019-04-02,19.0,1,good,,
2019-04-02,20.0,1,good,,
2019-04-02,21.0,1,good,,
2019-04-02,22.0,1,good,,
2019-04-02,23.0,1,good,,
2019-04-03,0.0,1,good,,
2019-04-03,1.0,1,good,,
2019-04-03,2.0,1,good,,
2019-04-03,3.0,1,good,,
2019-04-03,4.0,1,good,,
2019-04-03,5.0,1,good,,
2019-04-03,6.0,1,good,,
2019-04-03,7.0,1,good,,
2019-04-03,8.0,1,good,,
2019-04-03,9.0,1,good,,
2019-04-03,10.0,1,good,,
2019-04-03,11.0,1,good,,
2019-04-03,12.0,1,good,,
2019-04-03,13.0,1,good,,
2019-04-03,14.0,1,good,,
2019-04-03,17.0,1,good,,
2019-04-03,18.0,1,good,,
2019-04-03,19.0,1,good,,
2019-04-03,20.0,1,good,,
2019-04-03,21.0,1,good,,
2019-04-03,22.0,1,good,,
2019-04-03,23.0,1,good,,
2019-04-04,0.0,1,good,,
2019-04-04,1.0,1,good,,
2019-04-04,2.0,1,good,,
2019-04-04,3.0,1,good,,
2019-04-04,4.0,1,good,,
2019-04-04,5.0,1,good,,
2019-04-04,6.0,1,good,,
2019-04-04,7.0,1,good,,
2019-04-04,8.0,1,good,,
2019-04-04,9.0,1,good,,
2019-04-04,10.0,1,good,,
2019-04-04,11.0,1,good,,
2019-04-04,12.0,1,good,,
2019-04-04,13.0,1,good,,
2019-04-04,14.0,1,good,,
2019-04-04,15.0,1,good,,
2019-04-04,16.0,1,good,,
2019-04-04,17.0,1,good,,
2019-04-04,18.0,1,good,,
2019-04-04,19.0,1,good,,
2019-04-04,20.0,1,good,,
2019-04-04,21.0,1,good,,
2019-04-04,22.0,1,good,,
2019-04-04,23.0,1,good,,
2019-04-05,0.0,1,bad,,
2019-04-05,1.0,1,bad,,
2019-04-05,2.0,1,bad,,
2019-04-05,3.0,1,bad,,
2019-04-05,4.0,1,bad,,
2019-04-05,5.0,1,bad,,
2019-04-05,6.0,1,bad,,
2019-04-05,7.0,1,bad,,
2019-04-05,8.0,1,bad,,
2019-04-05,9.0,1,bad,,
